id,text
1261636878077513729,#Qanon. No masks worn by the police in London today. Ask yourself why? Think for yourself. #WWG1WGA 
1261455024514727936,A prime example of why DC has had a spike in Coronavirus cases: 1 in 4 white yuppies IN A GROUP out actually wears mask 
1261456311994195968," This picture looks like something from ""V - The Miniseries"". We already know Trump couldn't be human. And he keeps pushing for his #SpaceForce. Maybe he really is a reptile from another planet wearing an orange face mask?  #SpaceForceFlag  #TrumpGate  "
1261631616503427072,"If you hang your face mask from the review mirror, please stop. #coronavirus"
1261710881530032128,Many states and store chains don't require masks.  I have yet  to wear one.
1261528955837747200,The #pandemic has hugely impacted the luxury fashion industry. Brands that produced perfumes and scarves are now making hand sanitizers and masks. Luxury brands like Ralph Lauren & #LouisVuitton are making hospital gowns to be donated to frontline...  
1261493205910147072,"Jeans before masks, cookies before sneeze guards: Corporate America is failing workers during the pandemic "
1261711988029341696,"Me: Alexa what does irony mean? Alexa: Irony means attending a protest to march against lock down, shouting about  being free, acting like Billy big balls but wearing a face mask at the same time, cause you're shit scared 😂 #HydePark #COVID19 #coronavirus "
1261704270547693569,The FBI says a man put on a surgical mask and walked into a convenience store looking to the world like a typical pandemic-era shopper. 
1261763090162556929," Sid, In Australia we are not required to wear masks outdoors. In fact, this is from the Australian Minister for Health, Greg Hunt telling us NOT to. We have had 97 Covid 19 deaths total out of 7000 cases to date. He is doing something right! Anyone gives you crap, show them this! "
1261471167334006786,It’s so weird to see how different states are handling covid-19 ... Louisiana has restaurants open but like outside seating & workers won’t say anything about not wearing a mask bc they’d probably get shot sooo( and I’m from there so i can say that before someone comes @ me )
1261765944982089728,"Quarantine Day #64 I don’t mean to brag, but I was carded twice buying wine this week and told that I look very young in my face mask. 🤷🏼♀️ #coronavirus #COVID__19 #facemask #youngbae #carded #winelover #SafetyFirst #wine #Quarantine"
1261575058801262592,Excellent piece on #covid - The Regimen for Re-entry needs a combination treatment: ✅ hygiene ✅ distancing ✅ screening ✅ masks   ✅ + ... a change in culture  via
1261706599199936512,"Where is your mask?! Your ""working"" right now! I'm on a construction site and I have to wear one! Or is this a do sabi say not as I do"
1261482340846452736, No I only wear a mask when I have coronavirus and I had it back in December.
1261805562267926530,we must mask the kids too. make it fun.
1261794968953393161,COVID report from rural Missouri (not KC).  All stores appear to be open today with reasonably heavy traffic.  About 1/4 of people (at most) masking in Walmart.  This contrasts with my Kansas City where much less is open and mask use seems to be 75%+.
1261806900204597248,Governor Jared Polis is doing a great job in CO.  He removed his mask to let trump know that he should have his  mask on too.  You missed it. #DUH
1261655583054270464,"#leadership #DigitalTransformation #COVID19 #coronavirus  #MeaningfulGrowth #GeniouxMG  inconsiderate runners who are not wearing masks.... are these places of concern? Well, not really. Let me explain.  Infection could occur, through 1000 infectious viral particles"
1261759409321058307,"This entire thread from Ruidoso is troubling. To date, Lincoln County has managed to keep their COVID cases to just 2. Today, people are flocking to lakes & village streets w/o masks."
1261663210182184960,Face mask seller was Arrested for not wearing a face mask by police who were not wearing face mask 😂  Confused country like Nigeria 😂😂😂 
1261550068789686273,"Anthony Fauci, Deborah Birx wear masks, Trump doesn't in address on coronavirus vaccines  via"
1261637616920858625,#covid #masks #knickers #advice @ Logical Injury Rehab Ltd. 
1261747362579570690,"Covid affects men more than women, as most of the other oıtbreaks. Should men circulate outside despite the quarantine? Does the face mask  make men weak or ""lesser men""? Gender disparities cause harm not only to women, but also to men. #genderequity #feminismforall "
1261708309347917826,At the barber and a man walk in the shop smelling well green and 1 barber ask him if a covid 19 him have on and him need fi put 1 face mask under him arm. 🤣🤣🤣🤣🤣🤣😂
1261789092267855872,"Wearing a mask around your neck while hugging your friends at their birthday party is not #SocialDistancing and it will not control the spread of #COVIDー19. And if you’re gonna do it, you don’t have to post about it on social media"
1261596848768405504,"Social distancing & good hand hygiene are the most important methods to prevent virus transmission. Wearing a face mask will help prevent the spread of COVID-19, particularly when physical distancing is difficult (like in grocery stores or pharmacies). "
1261750449889259524,Hust learned that yet anorher loved one has passed from Covid-19. I say again; wear your masks if not for yourself then for literally everyone else.
1261486576531472384,"There is seriously something up with the confusing messaging around droplet precaution PPE. If what they say is true, a surgical mask protects others from YOUR droplets, then all the droplet precaution posters are wrong in all the hospitals. 🙄"
1261464481583919106,The straps on some of the masks disintegrated on nurses’ faces when they were caring for COVID-positive patients. HCMC has twice put new straps on the masks and put them back into circulation. 
1261794054335016962,"Just as covid-19 was coming about I flew from FL & back, I was in a rental car, restaurants, gas stations & stores. I am exposed to many ppl where I work & I've never had it! I never wore a mask but occasionally wore gloves. So how do u know 4 sure if all that protected u or not?"
1261737115429351424,What looks better under a #mask? #coronavirus #lockdown
1261695299677876225,Angola: Teen killed by soldier during coronavirus mask operation  
1261705435163365377," I am sure everyone in France used to operate in the operation theatre without a mask prior to Covid. :D ...  I mean seriously, we know you guys are stupid but stop trying to prove it every minute."
1261539438112505856," From what? If you’ve been self  isolated for nearly two months and #coronavirus takes only 2 weeks to manifest, if you haven’t got it you don’t have it and don’t need to wear a mask unless you’re robbing the bank."
1261744843006578688," My wife and I were just at your store in Destin, FL and you just lost our business permanently by requiring a mask to enter the store.  #Destinfl #coronavirus #aeriedestin"
1261655086767505410,If a child can wear a mask...so too can an adult-child. #coronavirus #COVID19 #toiletpaper #BidenHarris2020 #Democrats #chicagoTribune #CDC #DrFauci #2020Election #AndrewCuomo #NYTimes #Miami #Masks4All #PPE #COVID #TrumpGate #TrumpTaxes #DragRace12 #Democrats #CivilRights #Masks
1261458760880586752," Death-count 5/15 in countries that took prompt, aggressive action: S. Korea: 260 Japan: 697 Hong Kong: 4 Taiwan: 7 NZ: 21 AU: 98 The US where #Trump called COVID-19 a hoax & ignored it for 70 days, faced huge deficit of ventilators/masks/PPEs US COVID-19 Death Toll Tops 86,942."
1261676632814710784,"No shirt, no shoes, no mask, no service | New signs encourage Knoxville businesses to enforce mask policies  via"
1261646866745262080, Health Check - Coronavirus: How useful are face masks? - BBC Sounds  see more 
1261609590225022976,😷 😷 😷 DIY CLOTH FACE MASK  ❗ ❗ ❗ The health department recommends cloth masks to help contain the spread of the coronavirus. #Covid19SA #StaySafeCoE
1261728463167332352, Where’s the science that shows wearing a mask outside will prevent the spread of COVID-19?
1261799902297960449,But y’all gon head keep continuing on like shit sweet n all you gotta do is put on a mask
1261561361982558208," Just keep people working from home for good, mandatory masks and re-open the economy. Encourage more home deliveries services and reduce pollution, coronavirus spread, traffic and balanced life style. All this people unemployed is more catastrophic than the virus."
1261480687347159045," Remember when they told us condoms would keep you from getting HIV? Problem: HIV, a microscopic virus is smaller than the smallest hole in latex. Remember when they told us covid could be stopped by a mask? Problem:Microscopic Covid is smaller than the smallest hole in the mask."
1261715533742792704,"Wear a mask, wash your hands, social distance, stay home when you can. We have questionable tests and really don't know how this virus works. Once a life is lost you can't get it back. #JustSayin #COVID19"
1261616588782022657,"While some of you living in the dumbest states conceivable and enjoying your government handouts ""I.E. Socialism"" I've been working every Saturday since covid-19 reach the United States. No mask, just doing my due diligence of what people should be doing anyway. Wash your hands"
1261634673299673089," I say moving on with our lives for Ingraham should start with a stroll down the halls of a Covid unit, sans mask"
1261714813186703362,"almost forgot last night i witnessed. guy @ sunoco telling an employee that “his immune system is too strong for the coronavirus” and when she told him he had to have a mask on regardless, he said “whatever i’m stoned” 😤"
1261480055143718912, please ask people to wear masks when shopping or out in public places - Won't impact freedom or 'rifhts' but the life they save might be their own. :( 
1261647891082416131, If they believed they were so much at risk why are the Police not wearing masks and gloves?
1261482425621852160,#actionnews #coronavirus #COVID Why are you showing celebratory parades where no one is wearing a mask as they run up to vehicles to get their gifts?
1261488218693869568," Coincidentally, those non masks are COVID in progress."
1261627306520580096,Read this and reconsider if you aren’t wearing a mask.
1261726278010486784, Covid was in the news for weeks before any govt at any lvl did anything about it. You can blame folks for going to work sick. You can blame folks for not wearing masks. You can blame folks for all kinds of crap.
1261780473799417856,"The long delay between acquiring COVID and symptoms is sufficient to cause MAGA to fail to associate cause-effect. Studies on 1st ,2nd graders and rodents identify the impact of delay on learning.  Thus, immediately rap a MAGA on the nose when seen without a mask."
1261477885488951296," Who also said face masks weren't needed and there was no evidence of human to human transmission of covid, EVEN THOUGH THEY HAD EVIDENCE FROM Taiwan. You also LITERALLY made the comics point. ""If the science says so"" has nothing to do with science. You have a mental disorder"
1261505868887207936,"Thx I’ll eat home/yard/car😏 “Eating a meal w/mask on is a challenge. Diners shld arrive w/facemask, remove them to eat or drink, put them on again b4 talking. Study shows that in unventilated rm, droplets produced by talking cld linger in air for 14 min.” "
1261541963666460672,"Pretty sickening comments by someone whose gross negligence led to 87,530 senseless deaths. I wish he'd wear a mask, if anything, so we don't have to see his smirks over American deaths. #COVID19 (Sorry had the wrong retweet last time :P)"
1261664139577081861,PeloXi started to exploit the masks
1261450708827725824,Trump takes a victory lap for a crisis that isn't over yet GET YOUR  #COVID__19 #covid19 #n95 #mask #coronavirus #trump #DeltaAirLines #AmericanAirlines #UnitedAirlines #airlines 
1261659429352677377,Masks help stop the spread of coronavirus – the science is simple and I'm one of 100 experts urging governors to require public mask-wearing  via
1261535355729256448,Thanos Did Nothing Wrong #THANOs2020 Tees $13 Masks $8 + 35% Off Everything     #thanos #tshirt #mask #quarantine #facemask #hoodie #tee #avengersendgame #trump #trump2020 #dumptrump #covidiots #coronavirus #covid19 #stayhome #staysafe 
1261652163501096963, Can't wear a mask...good thing he has plenty of diapers left
1261688348856516614,"Dallas law firm fires employee after ‘threatening’ post about his gun, COVID-19 mask requirements "
1261658073040486407,I’m confused. 🚫👯♀️ A social distancing rule was created because the COVID droplets that form when unmasked ppl talk travel 6’.  😷 A mask rule was created to stop these droplets at the source. ❓Why do I have to stay 6’ away when talking with a mask on? Why can’t I be 2’?
1261504252062523392,"Just keep your masks off and your Clorox near, obviously you don’t take this illness seriously!"
1261778591743868928," But again, don't compare flu to covid. Covid is far more dangerous. And HIGHLY contagious.  But again, masks are too much to ask."
1261716419483492353, Why are these fuckwits wearing masks if there’s no COVID??? 
1261518022600200193,"I think I've heard this before.  Oh, right, warnings from doctors & scientists.  Let's see ... 6 foot social distancing & mask wearing.  PLEASE LET US LEARN FROM THIS NOW.  It is ever so important as we are opening back up.  Because, the warnings still must be heeded."
1261711773389910016,"If we count stuff that your friends send you but is actually their pic and not taken from the Internet, the earliest pic I have of someone wearing a mask is Feb 1 and the earliest pic I have of a COVID related sign is Feb 6."
1261760683248476160," If you had respect for anyone before Covid-19, you would have worn a mask. Plenty of other contagions out there. Now, can we stop blaming and shaming others? No matter who they are?"
1261518018070212608,"We offer mask and other medical products from China. Our products: face masks, protective clothing, thermometer, disinfectant,life-support machine and test box for COVID-19. Please feel free to contact us if you need. Email: successge@gmail.com Skype: thereisaway86"
1261669781104726016," Wished they had. 1.  They did not know there were up to 50% silent carriers 2.  Due to shortage of masks for the medical field  #Masks4All: Cloth masks can help stop the spread of COVID, save lives and restore jobs. Please read, share this resource! "
1261693410051674112," I live w/ a really vulnerable person with COPD, so we don't get delivery food.  We don't do take out right now, either.  He hasn't been out of the house in months and I mask, hat and glove up when I go to the store.  He needs to be protected because Covid would probably kill him."
1261733162025017344,"To clarify, those not wearing masks are building immunities to covid-19, like we done with any other virus?  Those wearing masks will be at greater risk? To covid-19, or more?"
1261539388833632257,My first homemade face mask. #diyfacemask #COVID19 #facemasks #coronavirus 
1261735549645225986,Almost no one is wearing a mask. 
1261546654571933697," You do know that mask you are wearing will not stop a virus, right?  "
1261527920239153152,"Plz help us to save our #SMA Kids, as the world is going through an unprecedented time. Wear mask by keeping social distancing.,,,, #ZolGenSMA, #BattleAgainstSMA "
1261658502864478208," You have proven my point perfectly, you said safe was when teachers didn't need to wear masks, you then said it was when test and trace made it safe then you said it was when covid 19 had disappeared completely. You then said BMA weren't a trade union."
1261699406992158723,Fist bumps and masks: Dortmund hit 4 on Bundesliga return   via 
1261699162002857987," I love how you continue to support your uneducated voters getting COVID. Send them back to work, don’t wear masks, don’t social distance, just keep the virus spreading so all your supporters get infected and die.  Then again, the less MAGA morons in the world is better for all."
1261484988081602562,"""You were right about the dangers of hydroxychloroquine. You were right about the benefits of Remdesivir. You were right about N95 masks & critical issues.Yet you got fired from your job, while officials who botched & ignored your warnings stay in there"" "
1261697063064125441," Everyone could have an active COVID infection, so it is appropriate for everyone to wear a mask as one of the layer of protection we offer each other."
1261664109558456322," Dear As per recommendations from WHO, CDC (US), and many health organizations and country around the world, wearing a face mask in public helps to slow down the spread of Covid-19 and protect others. Should be added to your tips. Have a safe long weekend 😊 #WearAMask"
1261784823611473922,Coronavirus masks a boon for crooks who hide their faces – Portland Press Herald  READ MORE:  #cdc #coronavirus #covid19 #mers #outbreak #pandemic #sars #ViralOutbreak #virus #who 
1261534624532045834,"Duke stores are open now. Duke stores are properly sanitized and staff are equipped with mask, gloves, hand Sanitizers, infrared thermometer. Please visit for safe and #Covid free shopping experience. #Duke #retail #stores #opennow #lockdown #covid19 #lockdowndays #shopping "
1261674362253369346, response to #coronavirus is the get a vaccine by the end of 2020 how does the epidemiologist they hired keep a straight face when Trump calls it Operation Warp Speed? He's wearing a mask of course. 🤣😂
1261742408011841537,Went to Costco today. Greeter said ‘wear a maskk.  I said people with medical conditions are exempt per your website. Costco guy standing next to her looked at me & said have a nice day as we both walked in without masks.  #HIPAA #AmericasWithDisabilitiesAct #COVID 
1261502323764809728," Regarding carbon dioxide poisoning - no, not with the cloth masks we're supposed to be using. "
1261767190132461571,"NYC health official, NYPD chief had ugly spat over masks for cops - New York Daily News /  "
1261803981954863104,"‘War for masks’ breaks out in Europe, US as coronavirus pandemic spreads "
1261664000418422785,"""Guns don't kill people. People refusing to wear masks and follow other Covid-19 safety protocols kill people."" "
1261732901533581313,Alberta Health Services has posted their guidelines for mask wearing: (pdf warning) 
1261758359751049216,"There are those among us going above and beyond in the fight against coronavirus. Today we salute Ms Marisa Ramnath of David Ramnath and Sons Garment Supplies, who donated these customized masks to the... "
1261710038936125441,"Covid-19 is sneaking itself into my subconscious. Sometimes when I'm watching a live-action show and people touch I immediately think ""Oh they shouldn't do that"" before realizing how silly the thought is. And last night I had my first dream of wearing a face mask.  😷  :l"
1261716608881512453,You’d think with how much traffic there is we never had covid... wow. All the people on the trail not wearing masks!!
1261738080312098818,"Across Africa, fashionistas have combined style and safety by creating colorful masks that coordinate with their outfits. Check out the coolest looks in face masks. #facemasks #coronavirus #fashionAfrica  "
1261690358028787713,  Take a look at today’s Jerusalem Post online and you will see one of the Trump Boys (Pompeo) wearing his covid mask.  He’s in Israel so he thinks no one will notice.  Trump is using poor uneducated whites like we use our used tissue.  He does not care about their health
1261530201311322114, But its NYC so maybe I'd wear a mask around all those filthy unvaccinated illegals and the rat and cockroach infested streets! Who knows what you can catch there. You're definitely better off with covid
1261454403602485248,May 10 coronavirus news GET YOUR  #COVID__19 #covid19 #n95 #mask #coronavirus #trump #DeltaAirLines #AmericanAirlines #UnitedAirlines #airlines 
1261716616657715200,"we really need 2 double and triple up on the masks if u want 2 b safe, than u will get less air in u might suffocate & die but u wont get covid-19"
1261487006913228800,This is what you may be exposing children to if you don’t wear a mask.  #WearAFuckingMask
1261572214052188161, Woman cuts HOLE in coronavirus face mask so it’s ‘easier to breathe’ when wearing it 
1261705433913442304, I find this unbelievable! Where are the masks and the social distancing?  I do not understand.  Does Chatham have no cases of coronavirus?
1261641801909272576,"Very good summary of why masks work, and why they don't if you don't do it right. Here’s a show for you... Coronavirus: The Mask Wars episode of Science Vs "
1261570439702368257," This is very wrong in all terms. Being drunk is not a crime, being disorderly is.  But this officer is orderly and smartly dressed.  This goons even removed his mask exposing him to covid 19 danger.  What profits a man to humiliate another man to that point?"
1261595626141351936, Scott it’s not about you. It’s your loved ones. I wear the mask because I don’t want to give the covid to my wife.  Got to think Big Picture and think of her and your kids
1261720082398490629, If we are to adhere to current  safeguards  Then why are non of the coppers wearing face masks.?. The crowd they policing will be the first to rush to Hospital if any signs of covid 19. You bet they will.
1261550147097460736,"South Africa's top health experts (including the government's coronavirus advisory board) now agree that the lockdown must be replaced with non-pharmaceutical interventions - handwashing, wearing masks, social distancing and prohibitions on gatherings. "
1261662841909608448, So you really believe that the government will be a fair and competent landlord? The same gov that can’t even maintain current infrastructure. That is filled with crony capitalist leaches. That is swimming in debt larger than GDP. That couldn’t even provide masks to covid nurses
1261781570479939592," They see thr covid epidemic as a gift, hoping the effect will be so bad as to mask the problems brexit will bring. But at least there is food available now. Come January 2021 we could be looking at serious food shortages and rocketing prices."
1261655807910981633,Waiting for a Male Nurse to attach Dick & Balls to his mask for fun 😂😂😂😂  
1261537217018826752,Coronavirus is so serious that the same press and politicians pumping fear and convincing you to sell your liberties for more government control and tyranny take their masks off after everything is said and done. Meanwhile I can't get into Walmart because of social distancing
1261639280503422976,You know that dream where you show up somewhere with no clothes on? Well I had a covid version of it last night where I showed up everywhere with no mask on. It had the same effect. What a world...
1261535816205164545, agree but he can and has been wrong during this pandemic.  January he stated the Covid would not be an issue for us Later he said we dont need mask. Last night video tape emerged about open china was about the virus.  Please
1261558725262938113,"I survived cancer so I cannot get covid, which is why I don't need a face mask. 🤦🏻♂️"
1261759838973054976, Check out these Covid Class iron on decals. Perfect for your graduating seniors. Customize masks and tshirts! Check out my shop (link in bio) 
1261774728894832640,"The way the FBI tells it, William Rosario Lopez put on a surgical mask and walked into the Connecticut convenience store looking to the world like a typical pandemic-era shopper as he picked up plastic wrap, fruit snacks and a... "
1261662418372931584,This pandemic has made my already annoying neighbors MORE annoying.  Ring/Neighborhood App: there was a man driving in the neighborhood in a mask taking pictures of homes be on the look out Me: MAYBE HES AN APPRAISER OR REAL ESTATE AGENT Them: 
1261658962694475776,Also we have NOT done a great job with covid. As a healthcare worker were still thin with all this PPE we supposedly have wearing masks for a few days in a row. Plus I work at a federally funded healthcare center so we should get priority but nope! Fucking clown
1261537426910015488,I hate wearing masks in public. Ya know why? Cause I’m always smiling. Oh well. No one can see I’m smiling. #COVID19 #coronavirus #Masks4All
1261731954455531526,"Notwithstanding cautions over social distancing and wearing of masks, a family at Santosh Nagar area in Madannapet organised a birthday party a few days ago. Now, the whole apartment with 15 residential units has been cordoned off as containment zone. "
1261714510919790592," And how many documented cases of passing wuhan like this are there? Especially outside to support wearing masks outside? And in your life time how many times have you walked through a sneeze cloud? And if you did, did you get sick? Exactly..... "
1261486736238153728,YSK that surgical masks are up to 82% less effective than improvised cotton masks for SARS-CoV-2 according to this study. Post by Donotpostanything. Read more: 
1261519113253294080,"Hey you think COVID's phony?  I'll make you a deal.  Spend 4 hours volunteering in a NYC hospital emergency admitting room, without wearing a mask, and I'll donate $1,000 to any charity of your choice."
1261523583823540226,"Today’s best deals: 70¢ coronavirus face masks, $20 earphones, $4.50 smart plugs, $21 off AirPods Pro, home gym, more - BGR - +GENERAL PHYSICS LABORATORY (GPL) Today’s best deals: 70¢ coronavirus face masks, $20 earphones, $4.50 smart pl ... "
1261651910769205248,i went into a covid patients room with my mask basically off lets hope i dont get this shit a second time because I will actually CRY.
1261758579150712833,"#Live #football was played for the first time since the #coronavirus #outbreak today as fixtures took place in empty stadiums, pictured, with many coaching staff #wearing #masks. #bbcfootball #Bundesliga #footballisback #news #sports  Read More:  "
1261687999508537345,"Terrific Point Going 2 polling place 2 vote with social distancing,wearing masks & some with gloves BY FAR safest way 2 vote Mail-in would B easiest way 2 spread the China/Wuhan Disease BTW No one knows how many days disease lives on surfaces Could B 1 week Dems trying 2 kill us?"
1261796195891949568,"I've seen this lie passed around a few times. People. If masks reduced oxygen levels and raised carbon dioxide how could surgeons, nurses, and anesthesiologists wear then for short surgeries, never mind for 10 hour? Or longer. "
1261774936932331520, But the point is not for people to not go to work. I don’t know why everyone’s take is that. The point is to avoid unnecessary gatherings and to wear masks and practice social distancing. I go to work everyday also and work among patients who have COVID
1261780796941180929,Kim Kardashian sells out of coronavirus fashionable face masks range in minutes  
1261778352425353217,(50 years from now) Some jackass: “My parents wore masks* during the coronavirus!!”
1261660438330302465,I can't retweet again good morning everyone #StayHomeSaveLives #alonetogetherxx please WEAR mask COVID-19 survivor stay safe BLUE
1261692852007993346," Earlier people had fear on COVID-19 and followed protocol, fear helped to fight against the spread. But past two to 3 days, I can see people are thronging without any mask. Administration should monitor protective measures followed by people in best way!!"
1261751236883169286,"""I sent masks to health workers but the Trump administration seized them instead of helping"" "
1261717834167726082,He is an ass and his segment with Joy is bullshit.  No one is safe from this virus and Asymptomatic assholes without masks endanger everyone.
1261627870469935104," Thailand has same country and main city population as UK. 20,000 tourists were visiting from Wuhan when China admitted the problem.  A big difference between UK is early hospital treatment, masks, and other measures. 60 deaths total"
1261456065373364227, That mask is not covid ready
1261517555694309376," They're requiring ""masks"" to shop? Most people are walking around in bandana masks, which shows how less contagious Covid must be! And I have mild asthma & start suffocating from the CO2 in them, anyway! Can I be allowed to SHOP for FOOD? "
1261451633151610881,€165 fine for wearing the niqab in public. €135 fine for not wearing a protective mask in public. Welcome to coronavirus France! 🇫🇷 
1261626358108733441, A follow-up to the article you posted about face masks.
1261504766372311040,"Uh... you don’t take into account cutting travel to and from China as acting decisively? Or telling the world that China and WHO worked together to cover up the virus? Or mobilizing US industry to manufacture thousands of ventilators, masks, etc?"
1261471354538225664,"Not cool! In NE Portland, I masked UP for my visit to Alberta to pick up dinner. Traffic a lot heavier and folks walking was about 50-50 mask/no-mask.  Local park was way busier. Stay safe, cover up peeps! #pdx #covid "
1261739672344186888, No ..covid  is surrounding us danger..must wear mask stay safe six feet bleach skin ..don’t go outside in sun ..sun causes covid immune system is strengthened inside only
1261617531049181184," The mask is so idiots like you don't get their pweshus lungs infected with COVID. I, for one, have grandparents who I'd like to see live through this. I'm sorry you're so heartless."
1261800347275796486,Straight talk. Our dryer is busted so I had to go to the laundromat to dry our clothes. There was NOT ONE SINGLE PERSON wearing a mask. I'm not afraid to admit that I'm scared of Covid-19. But now I don't want to go ANYWHERE. I really hope these next two weeks are not a disaster. 
1261505307060187137,"Can someone please tell me how cloth masks suddenly became an essential mitigation mechanism for viruses, which are not easily spread without contact or voluminous exposure? Is a COVID-19 by-product some kind of ""super-spit"" that can penetrate skin at vast distances?"
1261486996566007809,"I have a sister in a California Nursing Home. They shut the home visitors early. Started wearing masks, staff first and then residents. They reported zero cases of COVID in staff or residents. They have not reopened. Everything is running smoothly.  Grateful."
1261641828794798080,#COVID thought- the last time you saw a personblowing🌬💦candles out on a cake🎂- is likely the last time you will. #mask work.
1261750570324422656,"During coronavirus pandemic, can you be arrested for not wearing a mask? | Fox Business "
1261726653862023177,Whilst wearing masks and gloves 😂 you couldn’t make it up 😫😂🤦🏼♂️ #Covid19UK
1261771516590645248,Our soul called president has never worn face mask before. And someone will be saying there is corona virus in Nigeria. This country is a complete joke😂 
1261516011674562561, make masks madatory for all ur customers bitch ion wnna get fucking covid when i go into ur damn stores 😭😭😭 hate yall
1261641178430259203, I would like to know if these people would like their orthopedic surgeon to go without a mask when performing their knee replacement.  If masks don't work for COVID  why use them at all.  Let's all cough on the OR field!!
1261589568853282816,"General practitioner, DrJohn Sheehan, in full PPE, or ‘the full Nuala’ as GP’s know it. Named after our Covid infection control lead O’Connor. Great work by both. There’s also the ‘mini Nuala’ - mask, gloves and apron for routine work! "
1261523895447945216,Coronavirus outbreak: Mixed messaging about mandatory face masks by Global News on YouTube 
1261574726612369408, Trump demos  lack of respect for workers—goes unmasked thru a factory that requires masks. & makes campaign-style speech while on official business on our tax $$! LINK: Trump Says Mass Coronavirus Testing May Be “Overrated”  via
1261665827130150913," I only do at my gym walking in and out mandated by the state. I can go into Walmart and have absolutely no masks or social distancing, but somehow they miraculously discovered you can’t get Covid at Walmart! 😳"
1261767594660507648," I totally disagree, on: May 10th the PM said  ""no end to lockdown"" May 11th  told to wear face masks  May 12th Furlong increased until October therefore:  Covid -19 is still a real threat After 2 days of relaxed lockdown the R figure increased. My children are safe at home"
1261737040737157121,"So I’m minding my business looking for spray paint , I pulled my mask down to get some air , in an aisle all alone this white lady gone walk pass and mean mugg. Girl if you don’t get tf on before I smack you cause it’s probably they fault coronavirus for let out lol move around"
1261672847023489025,This game just shows how this Coronavirus is about control.  Coronavirus supposedly killing thousands yet football can carry on.  You have to wear a mask off the pitch but not on it.  Social distancing off the pitch not on it.  When are ppl gonna wake up and see the truth 🤷🏾♂️
1261567065191641088," So why are you wearing a mask. Maybe you know more than us. Please advise expected arrival time of ""Made in China"" Covid.20 virus."
1261709895008694274,"About ten days ago, Trump sent a plane full of medical supplies like masks, respirators, etc. to Putin. All this was done in great secrecy! "
1261755318817742850,Ye👍👏💪🕊️ Masks help stop the spread of coronavirus – the science is simple and I'm one of 100 experts urging governors to require public mask-wearing  via
1261591288870248448, I wouldn't wish Covid-19 on anyone but I guess this could be viewed as an experiment as to whether face masks work or reduce the potential to pass it on.  Except as we know the virus doesn't infect hard men
1261448960104738817,Photos: Gavin Newsom’s first meeting appearance with a coronavirus mask 
1261669885819662337," The Coronavirus virion is ~140nm The Influenza virion is 80-120nm. The N95 mask can filter down to 300nm. Cloth masks filter some dust, spittle, pollen. Masks are unnecessary to the point of being useful only as a placebo effect."
1261615708812840962, You are doing a sterling job highlighting this Nick. Keep it up. My daughter is a Community Nurse.. it was a regular occurrence where she told of being in care homes where majority residents had Covid & the staff just had plastic aprons & standard masks - if they were lucky
1261652012132962305,"oh cool, every mask wearing custome ris now a potential thief in a shopping center. Amazone is happy about rising online orders."
1261798537399922689, I wear a mask while riding my ebike because I don't want to be a coronavirus comet.
1261665853059334146,"Quarantine is when you restrict the movements of the sick.  Tyranny is when you control the movements of healthy people. This #Unconstitutional  #LeftLockDown is done by #DemocratDictators in #BlueDistricts #HealthyPeople don’t wear masks, sick do, 4 others #OpenAmerica"
1261614961895276545, Devastation!!!  Covid 19 the cause?? HMMMM A beautiful sunny spring day and our masks are on. Are yours?? I love the purple ones. Mass department of public health-- You promoted this response! You supported it. You allowed it ! You continue it ! You should close.
1261782119904415745," I won't let people get in my car unless they take off their masks! I won't shake hands with a person in gloves! Fuck you and your coronavirus bullshit. This is getting out of hand. Enough! Take off those masks and go outside, open your businesses. Fuck the police state!"
1261595701882040321,Nigerian face mask protecting against covid-19
1261760622473011200,Former neurosurgeon says masks are ineffective against COVID-19 and can cause health problems - TheBlaze 
1261774581859119106,I’m so read for this COVID bullshit to be over - the dumbest shit is missing in stores - people are making fashion statements out of masks.  Let’s call it what is - you’re fucking bored and your identity has become this crisis and I want to punch you each in the teeth- that’s all
1261724755708821505,"So what! You call her a b_t_h! She calls you No.1 Rat union thug! You want masks and refuse to save 8.6 by not enforcing social distancing. 20,000 New Yorkers, 80% minorities dead. You want us to feel worse for 44 dead NYPD who don’t live in the city! Who Cares! We want lay offs!"
1261469609602867203,"Surprise surprise  No border control, no masks  Here we go again .... 😿😿😿"
1261740702779785216,"🔊 Dr. Jeffrey Jahre of joined us again to discuss St. Luke's COVID-19 testing, effective therapies, and their effort to sterilize N95 masks for front line workers. #COVID19 "
1261735858253660160,"U.K. paid $20 million for new #Coronavirus tests from China, one big problem...they didn’t work. They aren't alone, thousands of testing kits & medical masks below standard or defective in Spain, Turkey, Netherlands  and  "
1261793026969604098,"The media be like.... Doctors say Covid can be spread by breathing in your mask. Farting Looking at the sun. Walking Watching tv Having a nose Standing too long Having a small butt, too much air in small butts can cause the virus."
1261641183182368770, Thank God the majority of them are out there without a mask and will eventually have the coronavirus and might have an awakening. If not they might die.
1261565548644536321,The government has announced that over 70 million face masks will be manufactured in the UK and delivered to frontline health and care workers following an agreement with #coronavirus #PPE -  
